degree,degree_id,degree_level,total,file,term,year,term_numeric,time
College of Engineering-Chemical Engineering,2304,PHD,37,spring2020.xlsx,spring,2020,0,78
College of Engineering-Civil Engineering,2312,PHD,20,summer1994.xlsx,summer,1994,1,1
College of Engineering-Civil Engineering,2312,PHD,25,fall1994.xlsx,fall,1994,2,2
College of Engineering-Civil Engineering,2312,PHD,29,spring1995.xlsx,spring,1995,0,3
College of Engineering-Civil Engineering,2312,PHD,22,summer1995.xlsx,summer,1995,1,4
College of Engineering-Civil Engineering,2312,PHD,20,fall1995.xlsx,fall,1995,2,5
College of Engineering-Civil Engineering,2312,PHD,20,spring1996.xlsx,spring,1996,0,6
College of Engineering-Civil Engineering,2312,PHD,17,summer1996.xlsx,summer,1996,1,7
College of Engineering-Civil Engineering,2312,PHD,20,fall1996.xlsx,fall,1996,2,8
College of Engineering-Civil Engineering,2312,PHD,22,spring1997.xlsx,spring,1997,0,9
College of Engineering-Civil Engineering,2312,PHD,19,summer1997.xlsx,summer,1997,1,10
College of Engineering-Civil Engineering,2312,PHD,24,fall1997.xlsx,fall,1997,2,11
College of Engineering-Civil Engineering,2312,PHD,22,spring1998.xlsx,spring,1998,0,12
College of Engineering-Civil Engineering,2312,PHD,14,summer1998.xlsx,summer,1998,1,13
College of Engineering-Civil Engineering,2312,PHD,20,fall1998.xlsx,fall,1998,2,14
College of Engineering-Civil Engineering,2312,PHD,17,spring1999.xlsx,spring,1999,0,15
College of Engineering-Civil Engineering,2312,PHD,12,summer1999.xlsx,summer,1999,1,16
College of Engineering-Civil Engineering,2312,PHD,15,fall1999.xlsx,fall,1999,2,17
College of Engineering-Civil Engineering,2312,PHD,17,spring2000.xlsx,spring,2000,0,18
College of Engineering-Civil Engineering,2312,PHD,9,summer2000.xlsx,summer,2000,1,19
College of Engineering-Civil Engineering,2312,PHD,15,fall2000.xlsx,fall,2000,2,20
College of Engineering-Civil Engineering,2312,PHD,11,spring2001.xlsx,spring,2001,0,21
College of Engineering-Civil Engineering,2312,PHD,9,summer2001.xlsx,summer,2001,1,22
College of Engineering-Civil Engineering,2312,PHD,15,fall2001.xlsx,fall,2001,2,23
College of Engineering-Civil Engineering,2312,PHD,16,spring2002.xlsx,spring,2002,0,24
College of Engineering-Civil Engineering,2312,PHD,13,summer2002.xlsx,summer,2002,1,25
College of Engineering-Civil Engineering,2312,PHD,23,fall2002.xlsx,fall,2002,2,26
College of Engineering-Civil Engineering,2312,PHD,20,spring2003.xlsx,spring,2003,0,27
College of Engineering-Civil Engineering,2312,PHD,13,summer2003.xlsx,summer,2003,1,28
College of Engineering-Civil Engineering,2312,PHD,17,fall2003.xlsx,fall,2003,2,29
College of Engineering-Civil Engineering,2312,PHD,15,spring2004.xlsx,spring,2004,0,30
College of Engineering-Civil Engineering,2312,PHD,9,summer2004.xlsx,summer,2004,1,31
College of Engineering-Civil Engineering,2312,PHD,21,fall2004.xlsx,fall,2004,2,32
College of Engineering-Civil Engineering,2312,PHD,19,spring2005.xlsx,spring,2005,0,33
College of Engineering-Civil Engineering,2312,PHD,7,summer2005.xlsx,summer,2005,1,34
College of Engineering-Civil Engineering,2312,PHD,25,fall2005.xlsx,fall,2005,2,35
College of Engineering-Civil Engineering,2312,PHD,21,spring2006.xlsx,spring,2006,0,36
College of Engineering-Civil Engineering,2312,PHD,4,summer2006.xlsx,summer,2006,1,37
College of Engineering-Civil Engineering,2312,PHD,27,fall2006.xlsx,fall,2006,2,38
College of Engineering-Civil Engineering,2312,PHD,27,spring2007.xlsx,spring,2007,0,39
College of Engineering-Civil Engineering,2312,PHD,6,summer2007.xlsx,summer,2007,1,40
College of Engineering-Civil Engineering,2312,PHD,25,fall2007.xlsx,fall,2007,2,41
College of Engineering-Civil Engineering,2312,PHD,27,spring2008.xlsx,spring,2008,0,42
College of Engineering-Civil Engineering,2312,PHD,6,summer2008.xlsx,summer,2008,1,43
College of Engineering-Civil Engineering,2312,PHD,25,fall2008.xlsx,fall,2008,2,44
College of Engineering-Civil Engineering,2312,PHD,26,spring2009.xlsx,spring,2009,0,45
College of Engineering-Civil Engineering,2312,PHD,6,summer2009.xlsx,summer,2009,1,46
College of Engineering-Civil Engineering,2312,PHD,34,fall2009.xlsx,fall,2009,2,47
College of Engineering-Civil Engineering,2312,PHD,36,spring2010.xlsx,spring,2010,0,48
College of Engineering-Civil Engineering,2312,PHD,5,summer2010.xlsx,summer,2010,1,49
College of Engineering-Civil Engineering,2312,PHD,29,fall2010.xlsx,fall,2010,2,50
College of Engineering-Civil Engineering,2312,PHD,27,spring2011.xlsx,spring,2011,0,51
College of Engineering-Civil Engineering,2312,PHD,4,summer2011.xlsx,summer,2011,1,52
College of Engineering-Civil Engineering,2312,PHD,28,fall2011.xlsx,fall,2011,2,53
College of Engineering-Civil Engineering,2312,PHD,28,spring2012.xlsx,spring,2012,0,54
College of Engineering-Civil Engineering,2312,PHD,4,summer2012.xlsx,summer,2012,1,55
College of Engineering-Civil Engineering,2312,PHD,27,fall2012.xlsx,fall,2012,2,56
College of Engineering-Civil Engineering,2312,PHD,29,spring2013.xlsx,spring,2013,0,57
College of Engineering-Civil Engineering,2312,PHD,4,summer2013.xlsx,summer,2013,1,58
College of Engineering-Civil Engineering,2312,PHD,28,fall2013.xlsx,fall,2013,2,59
College of Engineering-Civil Engineering,2312,PHD,28,spring2014.xlsx,spring,2014,0,60
College of Engineering-Civil Engineering,2312,PHD,4,summer2014.xlsx,summer,2014,1,61
College of Engineering-Civil Engineering,2312,PHD,27,fall2014.xlsx,fall,2014,2,62
College of Engineering-Civil Engineering,2312,PHD,28,spring2015.xlsx,spring,2015,0,63
College of Engineering-Civil Engineering,2312,PHD,5,summer2015.xlsx,summer,2015,1,64
College of Engineering-Civil Engineering,2312,PHD,31,fall2015.xlsx,fall,2015,2,65
College of Engineering-Civil Engineering,2312,PHD,36,spring2016.xlsx,spring,2016,0,66
College of Engineering-Civil Engineering,2312,PHD,8,summer2016.xlsx,summer,2016,1,67
College of Engineering-Civil Engineering,2312,PHD,38,fall2016.xlsx,fall,2016,2,68
College of Engineering-Civil Engineering,2312,PHD,42,spring2017.xlsx,spring,2017,0,69
College of Engineering-Civil Engineering,2312,PHD,4,summer2017.xlsx,summer,2017,1,70
College of Engineering-Civil Engineering,2312,PHD,47,fall2017.xlsx,fall,2017,2,71
College of Engineering-Civil Engineering,2312,PHD,47,spring2018.xlsx,spring,2018,0,72
College of Engineering-Civil Engineering,2312,PHD,7,summer2018.xlsx,summer,2018,1,73
College of Engineering-Civil Engineering,2312,PHD,52,fall2018.xlsx,fall,2018,2,74
College of Engineering-Civil Engineering,2312,PHD,54,spring2019.xlsx,spring,2019,0,75
College of Engineering-Civil Engineering,2312,PHD,10,summer2019.xlsx,summer,2019,1,76
College of Engineering-Civil Engineering,2312,PHD,61,fall2019.xlsx,fall,2019,2,77
College of Engineering-Civil Engineering,2312,PHD,62,spring2020.xlsx,spring,2020,0,78
College of Engineering-Computer Science,2336,PHD,47,summer1994.xlsx,summer,1994,1,1
College of Engineering-Computer Science,2336,PHD,61,fall1994.xlsx,fall,1994,2,2
College of Engineering-Computer Science,2336,PHD,55,spring1995.xlsx,spring,1995,0,3
College of Engineering-Computer Science,2336,PHD,36,summer1995.xlsx,summer,1995,1,4
College of Engineering-Computer Science,2336,PHD,49,fall1995.xlsx,fall,1995,2,5
College of Engineering-Computer Science,2336,PHD,56,spring1996.xlsx,spring,1996,0,6
College of Engineering-Computer Science,2336,PHD,38,summer1996.xlsx,summer,1996,1,7
College of Engineering-Computer Science,2336,PHD,62,fall1996.xlsx,fall,1996,2,8
College of Engineering-Computer Science,2336,PHD,56,spring1997.xlsx,spring,1997,0,9
College of Engineering-Computer Science,2336,PHD,42,summer1997.xlsx,summer,1997,1,10
College of Engineering-Computer Science,2336,PHD,55,fall1997.xlsx,fall,1997,2,11
College of Engineering-Computer Science,2336,PHD,55,spring1998.xlsx,spring,1998,0,12
College of Engineering-Computer Science,2336,PHD,43,summer1998.xlsx,summer,1998,1,13
College of Engineering-Computer Science,2336,PHD,57,fall1998.xlsx,fall,1998,2,14
College of Engineering-Computer Science,2336,PHD,57,spring1999.xlsx,spring,1999,0,15
College of Engineering-Computer Science,2336,PHD,47,summer1999.xlsx,summer,1999,1,16
College of Engineering-Computer Science,2336,PHD,65,fall1999.xlsx,fall,1999,2,17
College of Engineering-Computer Science,2336,PHD,62,spring2000.xlsx,spring,2000,0,18
College of Engineering-Computer Science,2336,PHD,40,summer2000.xlsx,summer,2000,1,19
College of Engineering-Computer Science,2336,PHD,48,fall2000.xlsx,fall,2000,2,20
College of Engineering-Computer Science,2336,PHD,49,spring2001.xlsx,spring,2001,0,21
College of Engineering-Computer Science,2336,PHD,41,summer2001.xlsx,summer,2001,1,22
College of Engineering-Computer Science,2336,PHD,54,fall2001.xlsx,fall,2001,2,23
College of Engineering-Computer Science,2336,PHD,60,spring2002.xlsx,spring,2002,0,24
College of Engineering-Computer Science,2336,PHD,48,summer2002.xlsx,summer,2002,1,25
College of Engineering-Computer Science,2336,PHD,80,fall2002.xlsx,fall,2002,2,26
College of Engineering-Computer Science,2336,PHD,75,spring2003.xlsx,spring,2003,0,27
College of Engineering-Computer Science,2336,PHD,56,summer2003.xlsx,summer,2003,1,28
College of Engineering-Computer Science,2336,PHD,66,fall2003.xlsx,fall,2003,2,29
College of Engineering-Computer Science,2336,PHD,63,spring2004.xlsx,spring,2004,0,30
College of Engineering-Computer Science,2336,PHD,50,summer2004.xlsx,summer,2004,1,31
College of Engineering-Computer Science,2336,PHD,85,fall2004.xlsx,fall,2004,2,32
College of Engineering-Computer Science,2336,PHD,81,spring2005.xlsx,spring,2005,0,33
College of Engineering-Computer Science,2336,PHD,52,summer2005.xlsx,summer,2005,1,34
College of Engineering-Computer Science,2336,PHD,84,fall2005.xlsx,fall,2005,2,35
College of Engineering-Computer Science,2336,PHD,78,spring2006.xlsx,spring,2006,0,36
College of Engineering-Computer Science,2336,PHD,38,summer2006.xlsx,summer,2006,1,37
College of Engineering-Computer Science,2336,PHD,79,fall2006.xlsx,fall,2006,2,38
College of Engineering-Computer Science,2336,PHD,74,spring2007.xlsx,spring,2007,0,39
College of Engineering-Computer Science,2336,PHD,32,summer2007.xlsx,summer,2007,1,40
College of Engineering-Computer Science,2336,PHD,77,fall2007.xlsx,fall,2007,2,41
College of Engineering-Computer Science,2336,PHD,69,spring2008.xlsx,spring,2008,0,42
College of Engineering-Computer Science,2336,PHD,25,summer2008.xlsx,summer,2008,1,43
College of Engineering-Computer Science,2336,PHD,81,fall2008.xlsx,fall,2008,2,44
College of Engineering-Computer Science,2336,PHD,82,spring2009.xlsx,spring,2009,0,45
College of Engineering-Computer Science,2336,PHD,32,summer2009.xlsx,summer,2009,1,46
College of Engineering-Computer Science,2336,PHD,95,fall2009.xlsx,fall,2009,2,47
College of Engineering-Computer Science,2336,PHD,94,spring2010.xlsx,spring,2010,0,48
College of Engineering-Computer Science,2336,PHD,33,summer2010.xlsx,summer,2010,1,49
College of Engineering-Computer Science,2336,PHD,98,fall2010.xlsx,fall,2010,2,50
College of Engineering-Computer Science,2336,PHD,93,spring2011.xlsx,spring,2011,0,51
College of Engineering-Computer Science,2336,PHD,33,summer2011.xlsx,summer,2011,1,52
College of Engineering-Computer Science,2336,PHD,102,fall2011.xlsx,fall,2011,2,53
College of Engineering-Computer Science,2336,PHD,97,spring2012.xlsx,spring,2012,0,54
College of Engineering-Computer Science,2336,PHD,35,summer2012.xlsx,summer,2012,1,55
College of Engineering-Computer Science,2336,PHD,99,fall2012.xlsx,fall,2012,2,56
College of Engineering-Computer Science,2336,PHD,100,spring2013.xlsx,spring,2013,0,57
College of Engineering-Computer Science,2336,PHD,40,summer2013.xlsx,summer,2013,1,58
College of Engineering-Computer Science,2336,PHD,95,fall2013.xlsx,fall,2013,2,59
College of Engineering-Computer Science,2336,PHD,92,spring2014.xlsx,spring,2014,0,60
College of Engineering-Computer Science,2336,PHD,39,summer2014.xlsx,summer,2014,1,61
College of Engineering-Computer Science,2336,PHD,93,fall2014.xlsx,fall,2014,2,62
College of Engineering-Computer Science,2336,PHD,86,spring2015.xlsx,spring,2015,0,63
College of Engineering-Computer Science,2336,PHD,25,summer2015.xlsx,summer,2015,1,64
College of Engineering-Computer Science,2336,PHD,89,fall2015.xlsx,fall,2015,2,65
College of Engineering-Computer Science,2336,PHD,89,spring2016.xlsx,spring,2016,0,66
College of Engineering-Computer Science,2336,PHD,31,summer2016.xlsx,summer,2016,1,67
College of Engineering-Computer Science,2336,PHD,100,fall2016.xlsx,fall,2016,2,68
College of Engineering-Computer Science,2336,PHD,105,spring2017.xlsx,spring,2017,0,69
College of Engineering-Computer Science,2336,PHD,28,summer2017.xlsx,summer,2017,1,70
College of Engineering-Computer Science,2336,PHD,117,fall2017.xlsx,fall,2017,2,71
College of Engineering-Computer Science,2336,PHD,112,spring2018.xlsx,spring,2018,0,72
College of Engineering-Computer Science,2336,PHD,31,summer2018.xlsx,summer,2018,1,73
College of Engineering-Computer Science,2336,PHD,113,fall2018.xlsx,fall,2018,2,74
College of Engineering-Computer Science,2336,PHD,112,spring2019.xlsx,spring,2019,0,75
College of Engineering-Computer Science,2336,PHD,34,summer2019.xlsx,summer,2019,1,76
College of Engineering-Computer Science,2336,PHD,121,fall2019.xlsx,fall,2019,2,77
College of Engineering-Computer Science,2336,PHD,125,spring2020.xlsx,spring,2020,0,78
College of Engineering-Electrical Engineering,2349,PHD,37,summer1994.xlsx,summer,1994,1,1
College of Engineering-Electrical Engineering,2349,PHD,52,fall1994.xlsx,fall,1994,2,2
College of Engineering-Electrical Engineering,2349,PHD,56,spring1995.xlsx,spring,1995,0,3
College of Engineering-Electrical Engineering,2349,PHD,43,summer1995.xlsx,summer,1995,1,4
College of Engineering-Electrical Engineering,2349,PHD,58,fall1995.xlsx,fall,1995,2,5
College of Engineering-Electrical Engineering,2349,PHD,59,spring1996.xlsx,spring,1996,0,6
College of Engineering-Electrical Engineering,2349,PHD,43,summer1996.xlsx,summer,1996,1,7
College of Engineering-Electrical Engineering,2349,PHD,57,fall1996.xlsx,fall,1996,2,8
College of Engineering-Electrical Engineering,2349,PHD,56,spring1997.xlsx,spring,1997,0,9
College of Engineering-Electrical Engineering,2349,PHD,35,summer1997.xlsx,summer,1997,1,10
College of Engineering-Electrical Engineering,2349,PHD,43,fall1997.xlsx,fall,1997,2,11
College of Engineering-Electrical Engineering,2349,PHD,45,spring1998.xlsx,spring,1998,0,12
College of Engineering-Electrical Engineering,2349,PHD,38,summer1998.xlsx,summer,1998,1,13
College of Engineering-Electrical Engineering,2349,PHD,46,fall1998.xlsx,fall,1998,2,14
College of Engineering-Electrical Engineering,2349,PHD,45,spring1999.xlsx,spring,1999,0,15
College of Engineering-Electrical Engineering,2349,PHD,38,summer1999.xlsx,summer,1999,1,16
College of Engineering-Electrical Engineering,2349,PHD,47,fall1999.xlsx,fall,1999,2,17
College of Engineering-Electrical Engineering,2349,PHD,42,spring2000.xlsx,spring,2000,0,18
College of Engineering-Electrical Engineering,2349,PHD,36,summer2000.xlsx,summer,2000,1,19
College of Engineering-Electrical Engineering,2349,PHD,46,fall2000.xlsx,fall,2000,2,20
College of Engineering-Electrical Engineering,2349,PHD,44,spring2001.xlsx,spring,2001,0,21
College of Engineering-Electrical Engineering,2349,PHD,41,summer2001.xlsx,summer,2001,1,22
College of Engineering-Electrical Engineering,2349,PHD,61,fall2001.xlsx,fall,2001,2,23
College of Engineering-Electrical Engineering,2349,PHD,65,spring2002.xlsx,spring,2002,0,24
College of Engineering-Electrical Engineering,2349,PHD,48,summer2002.xlsx,summer,2002,1,25
College of Engineering-Electrical Engineering,2349,PHD,74,fall2002.xlsx,fall,2002,2,26
College of Engineering-Electrical Engineering,2349,PHD,78,spring2003.xlsx,spring,2003,0,27
College of Engineering-Electrical Engineering,2349,PHD,50,summer2003.xlsx,summer,2003,1,28
College of Engineering-Electrical Engineering,2349,PHD,93,fall2003.xlsx,fall,2003,2,29
College of Engineering-Electrical Engineering,2349,PHD,98,spring2004.xlsx,spring,2004,0,30
College of Engineering-Electrical Engineering,2349,PHD,40,summer2004.xlsx,summer,2004,1,31
College of Engineering-Electrical Engineering,2349,PHD,108,fall2004.xlsx,fall,2004,2,32
College of Engineering-Electrical Engineering,2349,PHD,109,spring2005.xlsx,spring,2005,0,33
College of Engineering-Electrical Engineering,2349,PHD,29,summer2005.xlsx,summer,2005,1,34
College of Engineering-Electrical Engineering,2349,PHD,111,fall2005.xlsx,fall,2005,2,35
College of Engineering-Electrical Engineering,2349,PHD,119,spring2006.xlsx,spring,2006,0,36
College of Engineering-Electrical Engineering,2349,PHD,38,summer2006.xlsx,summer,2006,1,37
College of Engineering-Electrical Engineering,2349,PHD,113,fall2006.xlsx,fall,2006,2,38
College of Engineering-Electrical Engineering,2349,PHD,111,spring2007.xlsx,spring,2007,0,39
College of Engineering-Electrical Engineering,2349,PHD,36,summer2007.xlsx,summer,2007,1,40
College of Engineering-Electrical Engineering,2349,PHD,114,fall2007.xlsx,fall,2007,2,41
College of Engineering-Electrical Engineering,2349,PHD,116,spring2008.xlsx,spring,2008,0,42
College of Engineering-Electrical Engineering,2349,PHD,32,summer2008.xlsx,summer,2008,1,43
College of Engineering-Electrical Engineering,2349,PHD,128,fall2008.xlsx,fall,2008,2,44
College of Engineering-Electrical Engineering,2349,PHD,115,spring2009.xlsx,spring,2009,0,45
College of Engineering-Electrical Engineering,2349,PHD,30,summer2009.xlsx,summer,2009,1,46
College of Engineering-Electrical Engineering,2349,PHD,125,fall2009.xlsx,fall,2009,2,47
