degree,degree_id,degree_level,total,file,term,year,term_numeric,time
College of Education-Kinesiology,2284,PHD,42,fall2016.xlsx,fall,2016,2,55
College of Education-Kinesiology,2284,PHD,39,spring2017.xlsx,spring,2017,0,56
College of Education-Kinesiology,2284,PHD,19,summer2017.xlsx,summer,2017,1,57
College of Education-Kinesiology,2284,PHD,47,fall2017.xlsx,fall,2017,2,58
College of Education-Kinesiology,2284,PHD,45,spring2018.xlsx,spring,2018,0,59
College of Education-Kinesiology,2284,PHD,13,summer2018.xlsx,summer,2018,1,60
College of Education-Kinesiology,2284,PHD,49,fall2018.xlsx,fall,2018,2,61
College of Education-Kinesiology,2284,PHD,47,spring2019.xlsx,spring,2019,0,62
College of Education-Kinesiology,2284,PHD,22,summer2019.xlsx,summer,2019,1,63
College of Education-Kinesiology,2284,PHD,45,fall2019.xlsx,fall,2019,2,64
College of Education-Kinesiology,2284,PHD,41,spring2020.xlsx,spring,2020,0,65
College of Education-Measurement& Quantitative Meth,2251,PHD,13,summer1994.xlsx,summer,1994,1,1
College of Education-Measurement& Quantitative Meth,2251,PHD,27,fall1994.xlsx,fall,1994,2,2
College of Education-Measurement& Quantitative Meth,2251,PHD,24,spring1995.xlsx,spring,1995,0,3
College of Education-Measurement& Quantitative Meth,2251,PHD,14,summer1995.xlsx,summer,1995,1,4
College of Education-Measurement& Quantitative Meth,2251,PHD,27,fall1995.xlsx,fall,1995,2,5
College of Education-Measurement& Quantitative Meth,2251,PHD,25,spring1996.xlsx,spring,1996,0,6
College of Education-Measurement& Quantitative Meth,2251,PHD,15,summer1996.xlsx,summer,1996,1,7
College of Education-Measurement& Quantitative Meth,2251,PHD,23,fall1996.xlsx,fall,1996,2,8
College of Education-Measurement& Quantitative Meth,2251,PHD,19,spring1997.xlsx,spring,1997,0,9
College of Education-Measurement& Quantitative Meth,2251,PHD,17,summer1997.xlsx,summer,1997,1,10
College of Education-Measurement& Quantitative Meth,2251,PHD,21,fall1997.xlsx,fall,1997,2,11
College of Education-Measurement& Quantitative Meth,2251,PHD,17,spring1998.xlsx,spring,1998,0,12
College of Education-Measurement& Quantitative Meth,2251,PHD,11,summer1998.xlsx,summer,1998,1,13
College of Education-Measurement& Quantitative Meth,2251,PHD,17,fall1998.xlsx,fall,1998,2,14
College of Education-Measurement& Quantitative Meth,2251,PHD,17,spring1999.xlsx,spring,1999,0,15
College of Education-Measurement& Quantitative Meth,2251,PHD,8,summer1999.xlsx,summer,1999,1,16
College of Education-Measurement& Quantitative Meth,2251,PHD,13,fall1999.xlsx,fall,1999,2,17
College of Education-Measurement& Quantitative Meth,2251,PHD,14,spring2000.xlsx,spring,2000,0,18
College of Education-Measurement& Quantitative Meth,2251,PHD,9,summer2000.xlsx,summer,2000,1,19
College of Education-Measurement& Quantitative Meth,2251,PHD,15,fall2000.xlsx,fall,2000,2,20
College of Education-Measurement& Quantitative Meth,2251,PHD,14,spring2001.xlsx,spring,2001,0,21
College of Education-Measurement& Quantitative Meth,2251,PHD,8,summer2001.xlsx,summer,2001,1,22
College of Education-Measurement& Quantitative Meth,2251,PHD,15,fall2001.xlsx,fall,2001,2,23
College of Education-Measurement& Quantitative Meth,2251,PHD,19,spring2002.xlsx,spring,2002,0,24
College of Education-Measurement& Quantitative Meth,2251,PHD,12,summer2002.xlsx,summer,2002,1,25
College of Education-Measurement& Quantitative Meth,2251,PHD,28,fall2002.xlsx,fall,2002,2,26
College of Education-Measurement& Quantitative Meth,2251,PHD,29,spring2003.xlsx,spring,2003,0,27
College of Education-Measurement& Quantitative Meth,2251,PHD,16,summer2003.xlsx,summer,2003,1,28
College of Education-Measurement& Quantitative Meth,2251,PHD,35,fall2003.xlsx,fall,2003,2,29
College of Education-Measurement& Quantitative Meth,2251,PHD,35,spring2004.xlsx,spring,2004,0,30
College of Education-Measurement& Quantitative Meth,2251,PHD,17,summer2004.xlsx,summer,2004,1,31
College of Education-Measurement& Quantitative Meth,2251,PHD,40,fall2004.xlsx,fall,2004,2,32
College of Education-Measurement& Quantitative Meth,2251,PHD,39,spring2005.xlsx,spring,2005,0,33
College of Education-Measurement& Quantitative Meth,2251,PHD,19,summer2005.xlsx,summer,2005,1,34
College of Education-Measurement& Quantitative Meth,2251,PHD,35,fall2005.xlsx,fall,2005,2,35
College of Education-Measurement& Quantitative Meth,2251,PHD,35,spring2006.xlsx,spring,2006,0,36
College of Education-Measurement& Quantitative Meth,2251,PHD,22,summer2006.xlsx,summer,2006,1,37
College of Education-Measurement& Quantitative Meth,2251,PHD,35,fall2006.xlsx,fall,2006,2,38
College of Education-Measurement& Quantitative Meth,2251,PHD,31,spring2007.xlsx,spring,2007,0,39
College of Education-Measurement& Quantitative Meth,2251,PHD,15,summer2007.xlsx,summer,2007,1,40
College of Education-Measurement& Quantitative Meth,2251,PHD,31,fall2007.xlsx,fall,2007,2,41
College of Education-Measurement& Quantitative Meth,2251,PHD,33,spring2008.xlsx,spring,2008,0,42
College of Education-Measurement& Quantitative Meth,2251,PHD,14,summer2008.xlsx,summer,2008,1,43
College of Education-Measurement& Quantitative Meth,2251,PHD,35,fall2008.xlsx,fall,2008,2,44
College of Education-Measurement& Quantitative Meth,2251,PHD,32,spring2009.xlsx,spring,2009,0,45
College of Education-Measurement& Quantitative Meth,2251,PHD,18,summer2009.xlsx,summer,2009,1,46
College of Education-Measurement& Quantitative Meth,2251,PHD,36,fall2009.xlsx,fall,2009,2,47
College of Education-Measurement& Quantitative Meth,2251,PHD,32,spring2010.xlsx,spring,2010,0,48
College of Education-Measurement& Quantitative Meth,2251,PHD,16,summer2010.xlsx,summer,2010,1,49
College of Education-Measurement& Quantitative Meth,2251,PHD,32,fall2010.xlsx,fall,2010,2,50
College of Education-Measurement& Quantitative Meth,2251,PHD,30,spring2011.xlsx,spring,2011,0,51
College of Education-Measurement& Quantitative Meth,2251,PHD,12,summer2011.xlsx,summer,2011,1,52
College of Education-Measurement& Quantitative Meth,2251,PHD,30,fall2011.xlsx,fall,2011,2,53
College of Education-Measurement& Quantitative Meth,2251,PHD,29,spring2012.xlsx,spring,2012,0,54
College of Education-Measurement& Quantitative Meth,2251,PHD,13,summer2012.xlsx,summer,2012,1,55
College of Education-Measurement& Quantitative Meth,2251,PHD,30,fall2012.xlsx,fall,2012,2,56
College of Education-Measurement& Quantitative Meth,2251,PHD,30,spring2013.xlsx,spring,2013,0,57
College of Education-Measurement& Quantitative Meth,2251,PHD,12,summer2013.xlsx,summer,2013,1,58
College of Education-Measurement& Quantitative Meth,2251,PHD,36,fall2013.xlsx,fall,2013,2,59
College of Education-Measurement& Quantitative Meth,2251,PHD,36,spring2014.xlsx,spring,2014,0,60
College of Education-Measurement& Quantitative Meth,2251,PHD,9,summer2014.xlsx,summer,2014,1,61
College of Education-Measurement& Quantitative Meth,2251,PHD,30,fall2014.xlsx,fall,2014,2,62
College of Education-Measurement& Quantitative Meth,2251,PHD,30,spring2015.xlsx,spring,2015,0,63
College of Education-Measurement& Quantitative Meth,2251,PHD,7,summer2015.xlsx,summer,2015,1,64
College of Education-Measurement& Quantitative Meth,2251,PHD,30,fall2015.xlsx,fall,2015,2,65
College of Education-Measurement& Quantitative Meth,2251,PHD,27,spring2016.xlsx,spring,2016,0,66
College of Education-Measurement& Quantitative Meth,2251,PHD,7,summer2016.xlsx,summer,2016,1,67
College of Education-Measurement& Quantitative Meth,2251,PHD,25,fall2016.xlsx,fall,2016,2,68
College of Education-Measurement& Quantitative Meth,2251,PHD,24,spring2017.xlsx,spring,2017,0,69
College of Education-Measurement& Quantitative Meth,2251,PHD,5,summer2017.xlsx,summer,2017,1,70
College of Education-Measurement& Quantitative Meth,2251,PHD,25,fall2017.xlsx,fall,2017,2,71
College of Education-Measurement& Quantitative Meth,2251,PHD,25,spring2018.xlsx,spring,2018,0,72
College of Education-Measurement& Quantitative Meth,2251,PHD,2,summer2018.xlsx,summer,2018,1,73
College of Education-Measurement& Quantitative Meth,2251,PHD,26,fall2018.xlsx,fall,2018,2,74
College of Education-Measurement& Quantitative Meth,2251,PHD,25,spring2019.xlsx,spring,2019,0,75
College of Education-Measurement& Quantitative Meth,2251,PHD,5,summer2019.xlsx,summer,2019,1,76
College of Education-Measurement& Quantitative Meth,2251,PHD,23,fall2019.xlsx,fall,2019,2,77
College of Education-Measurement& Quantitative Meth,2251,PHD,21,spring2020.xlsx,spring,2020,0,78
College of Education-Rehabilitation Counselor Educ,2279,PHD,3,summer1998.xlsx,summer,1998,1,1
College of Education-Rehabilitation Counselor Educ,2279,PHD,9,fall1998.xlsx,fall,1998,2,2
College of Education-Rehabilitation Counselor Educ,2279,PHD,10,spring1999.xlsx,spring,1999,0,3
College of Education-Rehabilitation Counselor Educ,2279,PHD,5,summer1999.xlsx,summer,1999,1,4
College of Education-Rehabilitation Counselor Educ,2279,PHD,12,fall1999.xlsx,fall,1999,2,5
College of Education-Rehabilitation Counselor Educ,2279,PHD,11,spring2000.xlsx,spring,2000,0,6
College of Education-Rehabilitation Counselor Educ,2279,PHD,9,summer2000.xlsx,summer,2000,1,7
College of Education-Rehabilitation Counselor Educ,2279,PHD,11,fall2000.xlsx,fall,2000,2,8
College of Education-Rehabilitation Counselor Educ,2279,PHD,11,spring2001.xlsx,spring,2001,0,9
College of Education-Rehabilitation Counselor Educ,2279,PHD,6,summer2001.xlsx,summer,2001,1,10
College of Education-Rehabilitation Counselor Educ,2279,PHD,12,fall2001.xlsx,fall,2001,2,11
College of Education-Rehabilitation Counselor Educ,2279,PHD,11,spring2002.xlsx,spring,2002,0,12
College of Education-Rehabilitation Counselor Educ,2279,PHD,8,summer2002.xlsx,summer,2002,1,13
College of Education-Rehabilitation Counselor Educ,2279,PHD,11,fall2002.xlsx,fall,2002,2,14
College of Education-Rehabilitation Counselor Educ,2279,PHD,11,spring2003.xlsx,spring,2003,0,15
College of Education-Rehabilitation Counselor Educ,2279,PHD,8,summer2003.xlsx,summer,2003,1,16
College of Education-Rehabilitation Counselor Educ,2279,PHD,13,fall2003.xlsx,fall,2003,2,17
College of Education-Rehabilitation Counselor Educ,2279,PHD,9,spring2004.xlsx,spring,2004,0,18
College of Education-Rehabilitation Counselor Educ,2279,PHD,12,summer2004.xlsx,summer,2004,1,19
College of Education-Rehabilitation Counselor Educ,2279,PHD,15,fall2004.xlsx,fall,2004,2,20
College of Education-Rehabilitation Counselor Educ,2279,PHD,16,spring2005.xlsx,spring,2005,0,21
College of Education-Rehabilitation Counselor Educ,2279,PHD,11,summer2005.xlsx,summer,2005,1,22
College of Education-Rehabilitation Counselor Educ,2279,PHD,17,fall2005.xlsx,fall,2005,2,23
College of Education-Rehabilitation Counselor Educ,2279,PHD,16,spring2006.xlsx,spring,2006,0,24
College of Education-Rehabilitation Counselor Educ,2279,PHD,9,summer2006.xlsx,summer,2006,1,25
College of Education-Rehabilitation Counselor Educ,2279,PHD,19,fall2006.xlsx,fall,2006,2,26
College of Education-Rehabilitation Counselor Educ,2279,PHD,19,spring2007.xlsx,spring,2007,0,27
College of Education-Rehabilitation Counselor Educ,2279,PHD,14,summer2007.xlsx,summer,2007,1,28
College of Education-Rehabilitation Counselor Educ,2279,PHD,20,fall2007.xlsx,fall,2007,2,29
College of Education-Rehabilitation Counselor Educ,2279,PHD,19,spring2008.xlsx,spring,2008,0,30
College of Education-Rehabilitation Counselor Educ,2279,PHD,14,summer2008.xlsx,summer,2008,1,31
College of Education-Rehabilitation Counselor Educ,2279,PHD,22,fall2008.xlsx,fall,2008,2,32
College of Education-Rehabilitation Counselor Educ,2279,PHD,21,spring2009.xlsx,spring,2009,0,33
College of Education-Rehabilitation Counselor Educ,2279,PHD,20,summer2009.xlsx,summer,2009,1,34
College of Education-Rehabilitation Counselor Educ,2279,PHD,18,fall2009.xlsx,fall,2009,2,35
College of Education-Rehabilitation Counselor Educ,2279,PHD,16,spring2010.xlsx,spring,2010,0,36
College of Education-Rehabilitation Counselor Educ,2279,PHD,15,summer2010.xlsx,summer,2010,1,37
College of Education-Rehabilitation Counselor Educ,2279,PHD,15,fall2010.xlsx,fall,2010,2,38
College of Education-Rehabilitation Counselor Educ,2279,PHD,14,spring2011.xlsx,spring,2011,0,39
College of Education-Rehabilitation Counselor Educ,2279,PHD,14,summer2011.xlsx,summer,2011,1,40
College of Education-Rehabilitation Counselor Educ,2279,PHD,20,fall2011.xlsx,fall,2011,2,41
College of Education-Rehabilitation Counselor Educ,2279,PHD,20,spring2012.xlsx,spring,2012,0,42
College of Education-Rehabilitation Counselor Educ,2279,PHD,15,summer2012.xlsx,summer,2012,1,43
College of Education-Rehabilitation Counselor Educ,2279,PHD,20,fall2012.xlsx,fall,2012,2,44
College of Education-Rehabilitation Counselor Educ,2279,PHD,18,spring2013.xlsx,spring,2013,0,45
College of Education-Rehabilitation Counselor Educ,2279,PHD,14,summer2013.xlsx,summer,2013,1,46
College of Education-Rehabilitation Counselor Educ,2279,PHD,20,fall2013.xlsx,fall,2013,2,47
College of Education-Rehabilitation Counselor Educ,2279,PHD,18,spring2014.xlsx,spring,2014,0,48
College of Education-Rehabilitation Counselor Educ,2279,PHD,13,summer2014.xlsx,summer,2014,1,49
College of Education-Rehabilitation Counselor Educ,2279,PHD,20,fall2014.xlsx,fall,2014,2,50
College of Education-Rehabilitation Counselor Educ,2279,PHD,20,spring2015.xlsx,spring,2015,0,51
College of Education-Rehabilitation Counselor Educ,2279,PHD,16,summer2015.xlsx,summer,2015,1,52
College of Education-Rehabilitation Counselor Educ,2279,PHD,18,fall2015.xlsx,fall,2015,2,53
College of Education-Rehabilitation Counselor Educ,2279,PHD,17,spring2016.xlsx,spring,2016,0,54
College of Education-Rehabilitation Counselor Educ,2279,PHD,13,summer2016.xlsx,summer,2016,1,55
College of Education-Rehabilitation Counselor Educ,2279,PHD,16,fall2016.xlsx,fall,2016,2,56
College of Education-Rehabilitation Counselor Educ,2279,PHD,15,spring2017.xlsx,spring,2017,0,57
College of Education-Rehabilitation Counselor Educ,2279,PHD,10,summer2017.xlsx,summer,2017,1,58
College of Education-Rehabilitation Counselor Educ,2279,PHD,15,fall2017.xlsx,fall,2017,2,59
College of Education-Rehabilitation Counselor Educ,2279,PHD,12,spring2018.xlsx,spring,2018,0,60
College of Education-Rehabilitation Counselor Educ,2279,PHD,10,summer2018.xlsx,summer,2018,1,61
College of Education-Rehabilitation Counselor Educ,2279,PHD,13,fall2018.xlsx,fall,2018,2,62
College of Education-Rehabilitation Counselor Educ,2279,PHD,12,spring2019.xlsx,spring,2019,0,63
College of Education-Rehabilitation Counselor Educ,2279,PHD,7,summer2019.xlsx,summer,2019,1,64
College of Education-Rehabilitation Counselor Educ,2279,PHD,13,fall2019.xlsx,fall,2019,2,65
College of Education-Rehabilitation Counselor Educ,2279,PHD,13,spring2020.xlsx,spring,2020,0,66
College of Education-Special Education,1727,PHD,9,summer1994.xlsx,summer,1994,1,1
College of Education-Special Education,1727,PHD,11,fall1994.xlsx,fall,1994,2,2
College of Education-Special Education,1727,PHD,12,spring1995.xlsx,spring,1995,0,3
College of Education-Special Education,1727,PHD,9,summer1995.xlsx,summer,1995,1,4
College of Education-Special Education,1727,PHD,9,fall1995.xlsx,fall,1995,2,5
College of Education-Special Education,1727,PHD,9,spring1996.xlsx,spring,1996,0,6
College of Education-Special Education,1727,PHD,6,summer1996.xlsx,summer,1996,1,7
College of Education-Special Education,1727,PHD,14,fall1996.xlsx,fall,1996,2,8
College of Education-Special Education,1727,PHD,14,spring1997.xlsx,spring,1997,0,9
College of Education-Special Education,1727,PHD,8,summer1997.xlsx,summer,1997,1,10
College of Education-Special Education,1727,PHD,15,fall1997.xlsx,fall,1997,2,11
College of Education-Special Education,1727,PHD,13,spring1998.xlsx,spring,1998,0,12
College of Education-Special Education,1727,PHD,7,summer1998.xlsx,summer,1998,1,13
College of Education-Special Education,1727,PHD,11,fall1998.xlsx,fall,1998,2,14
College of Education-Special Education,1727,PHD,10,spring1999.xlsx,spring,1999,0,15
College of Education-Special Education,1727,PHD,6,summer1999.xlsx,summer,1999,1,16
College of Education-Special Education,1727,PHD,10,fall1999.xlsx,fall,1999,2,17
College of Education-Special Education,1727,PHD,10,spring2000.xlsx,spring,2000,0,18
College of Education-Special Education,1727,PHD,5,summer2000.xlsx,summer,2000,1,19
College of Education-Special Education,1727,PHD,9,fall2000.xlsx,fall,2000,2,20
College of Education-Special Education,1727,PHD,10,spring2001.xlsx,spring,2001,0,21
College of Education-Special Education,1727,PHD,1,summer2001.xlsx,summer,2001,1,22
College of Education-Special Education,1727,PHD,12,fall2001.xlsx,fall,2001,2,23
College of Education-Special Education,1727,PHD,11,spring2002.xlsx,spring,2002,0,24
College of Education-Special Education,1727,PHD,6,summer2002.xlsx,summer,2002,1,25
College of Education-Special Education,1727,PHD,8,fall2002.xlsx,fall,2002,2,26
College of Education-Special Education,1727,PHD,9,spring2003.xlsx,spring,2003,0,27
College of Education-Special Education,1727,PHD,2,summer2003.xlsx,summer,2003,1,28
College of Education-Special Education,1727,PHD,11,fall2003.xlsx,fall,2003,2,29
College of Education-Special Education,1727,PHD,10,spring2004.xlsx,spring,2004,0,30
College of Education-Special Education,1727,PHD,7,summer2004.xlsx,summer,2004,1,31
College of Education-Special Education,1727,PHD,14,fall2004.xlsx,fall,2004,2,32
College of Education-Special Education,1727,PHD,13,spring2005.xlsx,spring,2005,0,33
College of Education-Special Education,1727,PHD,7,summer2005.xlsx,summer,2005,1,34
College of Education-Special Education,1727,PHD,19,fall2005.xlsx,fall,2005,2,35
College of Education-Special Education,1727,PHD,18,spring2006.xlsx,spring,2006,0,36
College of Education-Special Education,1727,PHD,11,summer2006.xlsx,summer,2006,1,37
College of Education-Special Education,1727,PHD,18,fall2006.xlsx,fall,2006,2,38
College of Education-Special Education,1727,PHD,18,spring2007.xlsx,spring,2007,0,39
College of Education-Special Education,1727,PHD,10,summer2007.xlsx,summer,2007,1,40
College of Education-Special Education,1727,PHD,22,fall2007.xlsx,fall,2007,2,41
College of Education-Special Education,1727,PHD,22,spring2008.xlsx,spring,2008,0,42
College of Education-Special Education,1727,PHD,14,summer2008.xlsx,summer,2008,1,43
College of Education-Special Education,1727,PHD,22,fall2008.xlsx,fall,2008,2,44
College of Education-Special Education,1727,PHD,22,spring2009.xlsx,spring,2009,0,45
College of Education-Special Education,1727,PHD,13,summer2009.xlsx,summer,2009,1,46
College of Education-Special Education,1727,PHD,21,fall2009.xlsx,fall,2009,2,47
College of Education-Special Education,1727,PHD,20,spring2010.xlsx,spring,2010,0,48
College of Education-Special Education,1727,PHD,17,summer2010.xlsx,summer,2010,1,49
College of Education-Special Education,1727,PHD,21,fall2010.xlsx,fall,2010,2,50
College of Education-Special Education,1727,PHD,18,spring2011.xlsx,spring,2011,0,51
College of Education-Special Education,1727,PHD,13,summer2011.xlsx,summer,2011,1,52
College of Education-Special Education,1727,PHD,21,fall2011.xlsx,fall,2011,2,53
College of Education-Special Education,1727,PHD,20,spring2012.xlsx,spring,2012,0,54
College of Education-Special Education,1727,PHD,13,summer2012.xlsx,summer,2012,1,55
College of Education-Special Education,1727,PHD,19,fall2012.xlsx,fall,2012,2,56
College of Education-Special Education,1727,PHD,17,spring2013.xlsx,spring,2013,0,57
College of Education-Special Education,1727,PHD,7,summer2013.xlsx,summer,2013,1,58
College of Education-Special Education,1727,PHD,13,fall2013.xlsx,fall,2013,2,59
College of Education-Special Education,1727,PHD,12,spring2014.xlsx,spring,2014,0,60
College of Education-Special Education,1727,PHD,6,summer2014.xlsx,summer,2014,1,61
College of Education-Special Education,1727,PHD,14,fall2014.xlsx,fall,2014,2,62
College of Education-Special Education,1727,PHD,11,spring2015.xlsx,spring,2015,0,63
College of Education-Special Education,1727,PHD,5,summer2015.xlsx,summer,2015,1,64
College of Education-Special Education,1727,PHD,13,fall2015.xlsx,fall,2015,2,65
College of Education-Special Education,1727,PHD,11,spring2016.xlsx,spring,2016,0,66
College of Education-Special Education,1727,PHD,4,summer2016.xlsx,summer,2016,1,67
College of Education-Special Education,1727,PHD,9,fall2016.xlsx,fall,2016,2,68
College of Education-Special Education,1727,PHD,8,spring2017.xlsx,spring,2017,0,69
College of Education-Special Education,1727,PHD,3,summer2017.xlsx,summer,2017,1,70
College of Education-Special Education,1727,PHD,11,fall2017.xlsx,fall,2017,2,71
College of Education-Special Education,1727,PHD,10,spring2018.xlsx,spring,2018,0,72
College of Education-Special Education,1727,PHD,6,summer2018.xlsx,summer,2018,1,73
College of Education-Special Education,1727,PHD,8,fall2018.xlsx,fall,2018,2,74
College of Education-Special Education,1727,PHD,8,spring2019.xlsx,spring,2019,0,75
College of Education-Special Education,1727,PHD,2,summer2019.xlsx,summer,2019,1,76
College of Education-Special Education,1727,PHD,10,fall2019.xlsx,fall,2019,2,77
College of Education-Special Education,1727,PHD,10,spring2020.xlsx,spring,2020,0,78
College of Engineering-Chemical Engineering,2304,PHD,41,summer1994.xlsx,summer,1994,1,1
College of Engineering-Chemical Engineering,2304,PHD,46,fall1994.xlsx,fall,1994,2,2
College of Engineering-Chemical Engineering,2304,PHD,42,spring1995.xlsx,spring,1995,0,3
College of Engineering-Chemical Engineering,2304,PHD,35,summer1995.xlsx,summer,1995,1,4
College of Engineering-Chemical Engineering,2304,PHD,37,fall1995.xlsx,fall,1995,2,5
College of Engineering-Chemical Engineering,2304,PHD,38,spring1996.xlsx,spring,1996,0,6
College of Engineering-Chemical Engineering,2304,PHD,26,summer1996.xlsx,summer,1996,1,7
College of Engineering-Chemical Engineering,2304,PHD,32,fall1996.xlsx,fall,1996,2,8
College of Engineering-Chemical Engineering,2304,PHD,33,spring1997.xlsx,spring,1997,0,9
College of Engineering-Chemical Engineering,2304,PHD,20,summer1997.xlsx,summer,1997,1,10
College of Engineering-Chemical Engineering,2304,PHD,28,fall1997.xlsx,fall,1997,2,11
College of Engineering-Chemical Engineering,2304,PHD,24,spring1998.xlsx,spring,1998,0,12
College of Engineering-Chemical Engineering,2304,PHD,19,summer1998.xlsx,summer,1998,1,13
College of Engineering-Chemical Engineering,2304,PHD,22,fall1998.xlsx,fall,1998,2,14
College of Engineering-Chemical Engineering,2304,PHD,24,spring1999.xlsx,spring,1999,0,15
College of Engineering-Chemical Engineering,2304,PHD,20,summer1999.xlsx,summer,1999,1,16
College of Engineering-Chemical Engineering,2304,PHD,31,fall1999.xlsx,fall,1999,2,17
College of Engineering-Chemical Engineering,2304,PHD,26,spring2000.xlsx,spring,2000,0,18
College of Engineering-Chemical Engineering,2304,PHD,21,summer2000.xlsx,summer,2000,1,19
College of Engineering-Chemical Engineering,2304,PHD,30,fall2000.xlsx,fall,2000,2,20
College of Engineering-Chemical Engineering,2304,PHD,28,spring2001.xlsx,spring,2001,0,21
College of Engineering-Chemical Engineering,2304,PHD,30,summer2001.xlsx,summer,2001,1,22
College of Engineering-Chemical Engineering,2304,PHD,35,fall2001.xlsx,fall,2001,2,23
College of Engineering-Chemical Engineering,2304,PHD,32,spring2002.xlsx,spring,2002,0,24
College of Engineering-Chemical Engineering,2304,PHD,29,summer2002.xlsx,summer,2002,1,25
College of Engineering-Chemical Engineering,2304,PHD,40,fall2002.xlsx,fall,2002,2,26
College of Engineering-Chemical Engineering,2304,PHD,41,spring2003.xlsx,spring,2003,0,27
College of Engineering-Chemical Engineering,2304,PHD,26,summer2003.xlsx,summer,2003,1,28
College of Engineering-Chemical Engineering,2304,PHD,42,fall2003.xlsx,fall,2003,2,29
College of Engineering-Chemical Engineering,2304,PHD,31,spring2004.xlsx,spring,2004,0,30
College of Engineering-Chemical Engineering,2304,PHD,19,summer2004.xlsx,summer,2004,1,31
College of Engineering-Chemical Engineering,2304,PHD,52,fall2004.xlsx,fall,2004,2,32
College of Engineering-Chemical Engineering,2304,PHD,49,spring2005.xlsx,spring,2005,0,33
College of Engineering-Chemical Engineering,2304,PHD,23,summer2005.xlsx,summer,2005,1,34
College of Engineering-Chemical Engineering,2304,PHD,55,fall2005.xlsx,fall,2005,2,35
College of Engineering-Chemical Engineering,2304,PHD,52,spring2006.xlsx,spring,2006,0,36
College of Engineering-Chemical Engineering,2304,PHD,19,summer2006.xlsx,summer,2006,1,37
College of Engineering-Chemical Engineering,2304,PHD,50,fall2006.xlsx,fall,2006,2,38
College of Engineering-Chemical Engineering,2304,PHD,48,spring2007.xlsx,spring,2007,0,39
College of Engineering-Chemical Engineering,2304,PHD,14,summer2007.xlsx,summer,2007,1,40
College of Engineering-Chemical Engineering,2304,PHD,55,fall2007.xlsx,fall,2007,2,41
College of Engineering-Chemical Engineering,2304,PHD,54,spring2008.xlsx,spring,2008,0,42
College of Engineering-Chemical Engineering,2304,PHD,15,summer2008.xlsx,summer,2008,1,43
College of Engineering-Chemical Engineering,2304,PHD,62,fall2008.xlsx,fall,2008,2,44
College of Engineering-Chemical Engineering,2304,PHD,57,spring2009.xlsx,spring,2009,0,45
College of Engineering-Chemical Engineering,2304,PHD,7,summer2009.xlsx,summer,2009,1,46
College of Engineering-Chemical Engineering,2304,PHD,68,fall2009.xlsx,fall,2009,2,47
College of Engineering-Chemical Engineering,2304,PHD,63,spring2010.xlsx,spring,2010,0,48
College of Engineering-Chemical Engineering,2304,PHD,7,summer2010.xlsx,summer,2010,1,49
College of Engineering-Chemical Engineering,2304,PHD,62,fall2010.xlsx,fall,2010,2,50
College of Engineering-Chemical Engineering,2304,PHD,53,spring2011.xlsx,spring,2011,0,51
College of Engineering-Chemical Engineering,2304,PHD,7,summer2011.xlsx,summer,2011,1,52
College of Engineering-Chemical Engineering,2304,PHD,61,fall2011.xlsx,fall,2011,2,53
College of Engineering-Chemical Engineering,2304,PHD,55,spring2012.xlsx,spring,2012,0,54
College of Engineering-Chemical Engineering,2304,PHD,8,summer2012.xlsx,summer,2012,1,55
College of Engineering-Chemical Engineering,2304,PHD,56,fall2012.xlsx,fall,2012,2,56
College of Engineering-Chemical Engineering,2304,PHD,55,spring2013.xlsx,spring,2013,0,57
College of Engineering-Chemical Engineering,2304,PHD,7,summer2013.xlsx,summer,2013,1,58
College of Engineering-Chemical Engineering,2304,PHD,61,fall2013.xlsx,fall,2013,2,59
College of Engineering-Chemical Engineering,2304,PHD,57,spring2014.xlsx,spring,2014,0,60
College of Engineering-Chemical Engineering,2304,PHD,8,summer2014.xlsx,summer,2014,1,61
College of Engineering-Chemical Engineering,2304,PHD,56,fall2014.xlsx,fall,2014,2,62
College of Engineering-Chemical Engineering,2304,PHD,53,spring2015.xlsx,spring,2015,0,63
College of Engineering-Chemical Engineering,2304,PHD,7,summer2015.xlsx,summer,2015,1,64
College of Engineering-Chemical Engineering,2304,PHD,55,fall2015.xlsx,fall,2015,2,65
College of Engineering-Chemical Engineering,2304,PHD,47,spring2016.xlsx,spring,2016,0,66
College of Engineering-Chemical Engineering,2304,PHD,19,summer2016.xlsx,summer,2016,1,67
College of Engineering-Chemical Engineering,2304,PHD,47,fall2016.xlsx,fall,2016,2,68
College of Engineering-Chemical Engineering,2304,PHD,40,spring2017.xlsx,spring,2017,0,69
College of Engineering-Chemical Engineering,2304,PHD,17,summer2017.xlsx,summer,2017,1,70
College of Engineering-Chemical Engineering,2304,PHD,42,fall2017.xlsx,fall,2017,2,71
College of Engineering-Chemical Engineering,2304,PHD,42,spring2018.xlsx,spring,2018,0,72
College of Engineering-Chemical Engineering,2304,PHD,20,summer2018.xlsx,summer,2018,1,73
College of Engineering-Chemical Engineering,2304,PHD,42,fall2018.xlsx,fall,2018,2,74
College of Engineering-Chemical Engineering,2304,PHD,40,spring2019.xlsx,spring,2019,0,75
College of Engineering-Chemical Engineering,2304,PHD,11,summer2019.xlsx,summer,2019,1,76
College of Engineering-Chemical Engineering,2304,PHD,38,fall2019.xlsx,fall,2019,2,77
